Student_ID,Age,Gender,Faculty,Gym_Membership,Weekly_Visits,Preferred_Time,Session_Duration_Minutes,Satisfaction_Score,Wait_Time_Acceptable_Minutes,Crowding_Main_Concern
1372,18,Male,Engineering,Yes,2,12-3PM,101,5.7,10,Yes
1373,18,Female,Life Sciences,Yes,0,9-11PM,66,8.4,4,Yes
1374,22,Female,Basic Sciences,No,0,9-11PM,96,8.3,6,No
1375,18,Male,Basic Sciences,Yes,2,9-12PM,84,7.9,4,Yes
1376,19,Male,Basic Sciences,No,3,6-9AM,113,9.5,11,No
1377,23,Male,Engineering,Yes,4,6-9PM,77,6.7,12,Yes
1378,18,Female,Engineering,Yes,0,6-9PM,101,7.8,8,No
1379,23,Female,Basic Sciences,Yes,2,9-11PM,141,5.9,5,Yes
1380,19,Female,Engineering,Yes,4,6-9PM,90,10,14,Yes
1381,18,Male,Engineering,No,2,3-6PM,76,9.8,5,Yes
1382,22,Male,Computer & Communication Sciences,No,3,3-6PM,93,6.8,0,Yes
1383,21,Female,Management,Yes,0,6-9AM,66,7.4,10,Yes
1384,24,Male,Life Sciences,Yes,4,9-12PM,135,8.8,4,Yes
1385,22,Other,Computer & Communication Sciences,No,3,3-6PM,80,6.6,12,Yes
1386,23,Male,Engineering,No,5,3-6PM,68,5.8,6,Yes
1387,19,Female,Management,Yes,3,3-6PM,54,8.1,10,No
1388,19,Male,Engineering,Yes,2,6-9PM,102,6.9,14,Yes
1389,23,Male,Management,Yes,4,9-12PM,97,7.1,3,Yes
1390,23,Female,Management,No,1,3-6PM,63,5.5,6,No
1391,27,Female,Life Sciences,Yes,2,6-9AM,89,4.2,8,Yes
1392,20,Other,Management,Yes,3,12-3PM,37,7.2,14,No
1393,20,Male,Architecture,No,3,6-9PM,80,8.2,5,Yes
1394,23,Male,Engineering,Yes,4,6-9PM,86,6.5,6,Yes
1395,20,Female,Basic Sciences,Yes,1,9-11PM,118,9,10,Yes
1396,25,Female,Architecture,Yes,3,9-12PM,56,5.7,6,Yes
1397,24,Male,Engineering,Yes,3,3-6PM,43,5.2,9,Yes
1398,20,Male,Architecture,Yes,0,12-3PM,53,6.7,2,Yes
1399,23,Male,Management,Yes,2,12-3PM,42,6.7,17,Yes
1400,23,Female,Engineering,Yes,1,6-9PM,108,8,3,Yes
1401,18,Male,Life Sciences,Yes,1,6-9PM,114,5.6,7,Yes
1402,24,Male,Computer & Communication Sciences,No,6,6-9PM,83,8.9,8,Yes
1403,21,Male,Computer & Communication Sciences,No,2,9-12PM,106,9.8,16,Yes
1404,23,Male,Management,Yes,3,6-9PM,78,6.7,3,Yes
1405,19,Male,Basic Sciences,Yes,5,6-9AM,73,8.7,16,Yes
1406,24,Male,Management,Yes,2,6-9PM,67,5.2,11,Yes
1407,20,Male,Life Sciences,Yes,3,12-3PM,67,8.4,10,Yes
1408,18,Female,Engineering,Yes,2,12-3PM,36,8.4,4,Yes
1409,24,Male,Basic Sciences,Yes,4,3-6PM,82,8.1,10,Yes
1410,18,Female,Life Sciences,Yes,1,9-11PM,74,6.8,5,Yes
1411,19,Female,Engineering,Yes,5,6-9AM,94,2.4,13,Yes
1412,25,Female,Architecture,Yes,1,12-3PM,77,5.8,4,Yes
1413,25,Female,Architecture,No,1,6-9PM,71,5.9,8,Yes
1414,21,Male,Engineering,Yes,3,12-3PM,53,5.3,6,Yes
1415,22,Male,Architecture,Yes,2,9-12PM,77,7,4,Yes
1416,20,Female,Life Sciences,Yes,2,12-3PM,93,6.2,11,Yes
1417,19,Other,Basic Sciences,No,2,12-3PM,46,5.6,10,No
1418,19,Female,Engineering,No,3,9-11PM,77,5.2,13,No
1419,22,Female,Engineering,Yes,1,6-9PM,81,5.7,1,Yes
1420,23,Female,Basic Sciences,Yes,0,3-6PM,57,8.5,12,Yes
1421,23,Male,Computer & Communication Sciences,Yes,1,9-11PM,60,5.8,18,Yes
1422,23,Male,Engineering,Yes,2,3-6PM,81,6,6,No
1423,18,Female,Architecture,Yes,0,6-9AM,47,6.1,16,Yes
1424,21,Female,Engineering,No,2,9-12PM,84,7.3,7,No
1425,18,Male,Engineering,Yes,2,12-3PM,53,7.5,3,Yes
1426,21,Female,Computer & Communication Sciences,No,0,9-12PM,102,2.2,7,Yes
1427,20,Male,Life Sciences,Yes,2,9-11PM,133,8.3,12,Yes
1428,24,Female,Engineering,Yes,4,6-9PM,53,9,5,Yes
1429,20,Male,Basic Sciences,No,0,9-12PM,88,5.2,6,Yes
1430,18,Male,Engineering,Yes,2,3-6PM,57,5.3,10,Yes
1431,18,Female,Basic Sciences,Yes,3,6-9PM,101,6.1,8,Yes
1432,23,Male,Architecture,Yes,2,9-11PM,43,5.7,10,No
1433,21,Female,Engineering,Yes,3,6-9PM,87,7.1,9,Yes
1434,18,Female,Engineering,No,2,3-6PM,53,3.9,10,Yes
1435,18,Female,Basic Sciences,Yes,2,6-9PM,70,5.1,6,Yes
1436,22,Male,Computer & Communication Sciences,No,0,3-6PM,49,9.1,9,Yes
1437,18,Male,Management,No,3,3-6PM,96,5.4,4,Yes
1438,23,Male,Engineering,No,3,6-9AM,54,8.7,13,Yes
1439,22,Other,Life Sciences,Yes,0,9-12PM,89,7.3,5,Yes
1440,18,Female,Basic Sciences,Yes,2,3-6PM,66,4.1,13,Yes
1441,18,Female,Basic Sciences,No,5,9-12PM,72,7.8,7,Yes
1442,26,Female,Life Sciences,Yes,2,6-9AM,79,6.6,9,Yes
1443,20,Female,Computer & Communication Sciences,Yes,2,6-9PM,56,6.1,6,No
1444,20,Female,Management,Yes,4,6-9AM,80,7.2,4,Yes
1445,23,Male,Architecture,Yes,3,3-6PM,113,7.5,1,Yes
1446,25,Female,Basic Sciences,Yes,2,3-6PM,56,7.9,4,Yes
1447,26,Male,Life Sciences,Yes,3,9-11PM,104,8.6,7,No
1448,23,Female,Engineering,Yes,4,3-6PM,112,7.4,9,Yes
1449,20,Female,Architecture,No,2,6-9AM,55,4.7,12,Yes
1450,18,Female,Basic Sciences,Yes,2,3-6PM,39,6.1,6,Yes
1451,23,Male,Architecture,No,2,6-9PM,83,10,4,Yes
1452,21,Male,Engineering,No,5,9-11PM,61,7.9,2,No
1453,20,Male,Engineering,No,3,12-3PM,122,10,10,Yes
1454,24,Male,Computer & Communication Sciences,Yes,0,12-3PM,76,8.9,14,No
1455,18,Male,Engineering,No,4,9-11PM,55,7.2,13,Yes
1456,21,Female,Basic Sciences,Yes,2,9-12PM,46,7.3,11,Yes
1457,18,Female,Engineering,No,0,3-6PM,102,6.7,11,No
1458,20,Male,Engineering,Yes,2,12-3PM,61,4.2,15,Yes
1459,18,Male,Engineering,No,2,6-9AM,76,6.8,9,Yes
1460,18,Male,Engineering,No,4,12-3PM,99,8.6,11,Yes
1461,18,Female,Computer & Communication Sciences,Yes,1,9-12PM,63,5.9,7,Yes
1462,22,Male,Engineering,Yes,3,6-9PM,74,7.4,3,Yes
1463,22,Female,Management,No,2,9-11PM,75,8.1,5,No
1464,21,Male,Architecture,Yes,0,9-12PM,92,5.4,8,No
1465,25,Other,Basic Sciences,No,5,6-9PM,90,6.1,8,Yes
1466,20,Female,Architecture,Yes,2,6-9AM,69,5.3,16,Yes
1467,19,Male,Basic Sciences,Yes,1,3-6PM,77,5.6,8,Yes
1468,24,Female,Life Sciences,No,2,6-9AM,66,4.9,13,Yes
1469,19,Male,Engineering,Yes,3,9-11PM,38,5.4,6,Yes
1470,25,Female,Basic Sciences,No,1,6-9PM,81,8.9,7,Yes
1471,18,Male,Computer & Communication Sciences,Yes,1,6-9PM,122,5.4,3,Yes
1472,25,Female,Computer & Communication Sciences,Yes,0,6-9PM,53,7,5,Yes
1473,18,Female,Computer & Communication Sciences,Yes,1,3-6PM,56,6,10,Yes
1474,24,Female,Basic Sciences,Yes,3,9-11PM,53,8.6,8,Yes
1475,21,Female,Life Sciences,No,2,6-9PM,93,8.8,12,No
1476,27,Male,Basic Sciences,Yes,1,9-11PM,86,8.1,9,Yes
1477,18,Male,Basic Sciences,Yes,0,3-6PM,71,7.3,7,Yes
1478,21,Male,Engineering,Yes,2,6-9AM,52,6.5,17,Yes
1479,25,Male,Architecture,No,4,3-6PM,77,5,8,Yes
1480,21,Female,Engineering,Yes,2,9-12PM,36,9.7,13,Yes
1481,21,Male,Engineering,No,6,3-6PM,79,5.7,6,Yes
1482,22,Female,Computer & Communication Sciences,Yes,2,3-6PM,97,7.8,11,No
1483,20,Female,Engineering,Yes,0,3-6PM,44,8.4,12,Yes
1484,21,Female,Engineering,No,4,6-9AM,37,6,9,Yes
1485,21,Male,Engineering,Yes,2,9-12PM,114,8.4,0,Yes
1486,24,Female,Computer & Communication Sciences,Yes,3,3-6PM,60,7.9,8,No
1487,18,Female,Basic Sciences,Yes,6,9-11PM,103,9.4,13,No
1488,19,Male,Basic Sciences,Yes,0,12-3PM,71,6.1,10,No
1489,25,Female,Life Sciences,No,0,12-3PM,71,4.9,10,Yes
1490,24,Female,Computer & Communication Sciences,Yes,3,6-9PM,86,6,1,No
1491,20,Male,Engineering,No,1,3-6PM,53,7.1,5,Yes
1492,21,Male,Life Sciences,Yes,1,9-12PM,78,6.9,10,Yes
1493,19,Male,Life Sciences,Yes,0,12-3PM,65,6.2,10,No
1494,19,Male,Architecture,No,0,9-12PM,42,3.9,13,No
1495,20,Male,Engineering,Yes,3,9-11PM,83,7.5,7,Yes
1496,20,Male,Computer & Communication Sciences,Yes,0,9-12PM,68,9.8,10,Yes
1497,21,Male,Basic Sciences,Yes,2,12-3PM,71,7.5,8,Yes
1498,18,Male,Engineering,Yes,2,6-9AM,45,7.7,4,Yes
1499,26,Female,Basic Sciences,Yes,2,9-12PM,115,7.7,0,Yes
1500,26,Female,Engineering,Yes,0,6-9PM,97,7.4,10,No
1501,22,Female,Engineering,Yes,3,9-12PM,99,8.2,9,Yes
1502,21,Male,Life Sciences,Yes,0,6-9AM,67,7.4,6,No
1503,19,Male,Engineering,Yes,3,3-6PM,32,6.3,2,No
1504,23,Male,Basic Sciences,Yes,4,6-9AM,124,5.6,11,Yes
1505,22,Male,Basic Sciences,Yes,2,6-9AM,73,6.4,7,No
1506,19,Male,Engineering,Yes,2,6-9PM,56,7.3,10,Yes
1507,24,Female,Management,No,2,6-9PM,85,6.3,15,Yes
1508,23,Male,Engineering,Yes,2,9-11PM,104,7.3,0,Yes
1509,25,Female,Engineering,No,4,6-9PM,74,7.5,5,Yes
1510,22,Female,Engineering,Yes,4,6-9PM,107,8,7,No
1511,21,Male,Engineering,Yes,2,6-9AM,102,8.7,14,No
1512,20,Male,Engineering,Yes,2,6-9PM,48,6.9,1,Yes
1513,25,Female,Life Sciences,Yes,4,6-9PM,58,4.8,16,No
1514,24,Male,Management,Yes,5,6-9PM,99,6.3,9,Yes
1515,18,Male,Engineering,Yes,2,3-6PM,30,6.9,8,No
1516,18,Other,Architecture,Yes,2,9-12PM,71,4,7,Yes
1517,20,Male,Life Sciences,No,1,6-9PM,39,8.9,6,Yes
1518,23,Female,Computer & Communication Sciences,Yes,5,6-9PM,63,7,12,Yes
1519,26,Other,Basic Sciences,Yes,0,9-11PM,68,7.4,4,Yes
1520,19,Male,Engineering,No,2,9-12PM,66,8.8,9,Yes
1521,21,Male,Engineering,Yes,1,9-12PM,61,5.9,6,No
1522,20,Male,Life Sciences,Yes,1,9-12PM,48,7.7,5,Yes
1523,25,Male,Life Sciences,No,2,6-9PM,132,6.6,18,No
1524,23,Male,Engineering,No,7,9-12PM,122,6.5,10,Yes
1525,23,Female,Basic Sciences,No,0,6-9AM,46,5.6,10,Yes
1526,20,Male,Computer & Communication Sciences,Yes,2,9-11PM,115,9.3,13,Yes
1527,20,Male,Life Sciences,Yes,0,6-9AM,65,6.2,2,No
1528,19,Other,Management,No,0,6-9PM,78,7.8,15,Yes
1529,18,Female,Life Sciences,Yes,2,12-3PM,73,4,0,Yes
1530,24,Female,Basic Sciences,Yes,2,6-9PM,59,8.6,5,Yes
1531,23,Male,Architecture,Yes,1,3-6PM,100,8.4,6,Yes
1532,28,Female,Architecture,Yes,1,9-11PM,78,6.9,10,No
1533,28,Female,Engineering,Yes,0,9-11PM,63,6.5,9,Yes
1534,21,Male,Basic Sciences,Yes,1,6-9AM,42,7.4,7,Yes
1535,23,Male,Life Sciences,Yes,5,6-9AM,53,10,8,Yes
1536,25,Female,Engineering,Yes,5,9-12PM,34,4.2,4,No
1537,23,Male,Life Sciences,No,2,6-9PM,75,8,2,No
1538,19,Male,Architecture,Yes,2,6-9PM,45,5.4,11,Yes
1539,20,Male,Management,Yes,4,3-6PM,68,6.8,11,Yes
1540,18,Male,Engineering,Yes,0,3-6PM,109,6.4,14,Yes
1541,25,Female,Engineering,Yes,3,9-12PM,105,6.2,5,Yes
1542,21,Female,Architecture,Yes,5,6-9PM,74,6.8,11,Yes
1543,19,Female,Engineering,Yes,0,9-11PM,73,5.1,7,No
1544,22,Male,Life Sciences,No,0,9-12PM,122,8.3,13,Yes
1545,21,Male,Life Sciences,No,5,3-6PM,88,4.1,12,Yes
1546,20,Male,Engineering,Yes,2,6-9AM,67,7.6,9,No
1547,18,Male,Basic Sciences,Yes,0,3-6PM,39,6.3,7,Yes
1548,22,Male,Basic Sciences,Yes,1,3-6PM,85,5,12,Yes
1549,21,Female,Basic Sciences,No,2,9-12PM,96,7.1,11,Yes
1550,23,Male,Computer & Communication Sciences,No,3,12-3PM,59,4.5,5,Yes
1551,21,Female,Computer & Communication Sciences,Yes,3,12-3PM,82,6.9,3,No
1552,24,Male,Life Sciences,Yes,7,3-6PM,66,4.7,7,Yes
1553,21,Male,Life Sciences,No,1,3-6PM,70,7.5,14,Yes
1554,21,Male,Basic Sciences,Yes,2,6-9AM,30,5.4,13,Yes
1555,24,Female,Computer & Communication Sciences,Yes,2,6-9PM,69,6.1,4,No
1556,20,Female,Life Sciences,Yes,2,6-9PM,99,7.2,3,Yes
1557,18,Female,Life Sciences,Yes,0,12-3PM,59,5.6,13,Yes
1558,18,Male,Computer & Communication Sciences,No,5,6-9AM,76,6.7,3,No
1559,23,Male,Engineering,No,3,6-9PM,56,4.5,10,Yes
1560,21,Female,Life Sciences,Yes,2,9-11PM,84,7.7,6,Yes
1561,22,Male,Engineering,Yes,2,9-12PM,70,9.4,14,Yes
1562,19,Female,Engineering,Yes,1,12-3PM,52,10,5,Yes
1563,18,Male,Engineering,Yes,2,9-12PM,108,6.9,13,Yes
1564,18,Male,Management,Yes,3,3-6PM,98,8,9,Yes
1565,20,Male,Computer & Communication Sciences,Yes,2,9-12PM,60,4.1,9,Yes
1566,21,Male,Life Sciences,Yes,6,12-3PM,87,9.1,0,Yes
1567,20,Female,Life Sciences,Yes,2,6-9PM,88,8,0,Yes
1568,20,Male,Architecture,Yes,2,3-6PM,91,6.1,7,Yes
1569,24,Male,Computer & Communication Sciences,Yes,3,12-3PM,33,8.7,9,Yes
1570,20,Male,Basic Sciences,Yes,0,12-3PM,100,6.4,3,No
1571,21,Male,Basic Sciences,Yes,2,3-6PM,61,6.1,4,Yes
1572,23,Female,Engineering,No,2,6-9AM,66,7.5,10,No
1573,20,Female,Life Sciences,Yes,2,6-9AM,141,5.2,10,Yes
1574,21,Female,Life Sciences,Yes,3,6-9PM,83,8.3,7,Yes
1575,24,Female,Basic Sciences,No,2,6-9AM,65,5.2,11,Yes
1576,25,Male,Engineering,No,3,6-9PM,30,5.2,3,No
1577,18,Female,Computer & Communication Sciences,Yes,2,9-11PM,110,5.4,7,No
1578,24,Male,Engineering,No,2,9-12PM,41,7.9,15,Yes
1579,21,Male,Life Sciences,Yes,3,12-3PM,50,5.9,8,No
1580,19,Female,Management,Yes,1,3-6PM,67,4.8,9,Yes
1581,20,Male,Basic Sciences,Yes,1,6-9PM,110,5.9,17,Yes
1582,26,Female,Engineering,Yes,2,9-11PM,94,6.8,2,No
1583,21,Male,Life Sciences,No,1,6-9PM,71,5,11,No
1584,19,Female,Life Sciences,Yes,0,6-9AM,83,5.1,15,No
1585,22,Female,Basic Sciences,Yes,2,6-9PM,60,10,7,Yes
1586,19,Female,Management,Yes,2,12-3PM,78,5.5,11,Yes
1587,18,Female,Engineering,Yes,2,3-6PM,77,6.3,4,Yes
1588,18,Female,Basic Sciences,Yes,5,6-9AM,99,6.2,5,Yes
1589,18,Male,Life Sciences,No,2,9-12PM,99,6.2,10,No
1590,19,Male,Computer & Communication Sciences,No,4,6-9PM,87,7.7,11,Yes
1591,18,Male,Engineering,No,0,3-6PM,66,8.2,12,Yes
1592,22,Female,Life Sciences,No,2,12-3PM,94,6.3,14,Yes
1593,19,Male,Architecture,Yes,4,12-3PM,73,4.9,8,Yes
1594,20,Female,Basic Sciences,No,2,6-9PM,48,8.7,13,Yes
1595,24,Male,Engineering,Yes,3,6-9PM,65,6.7,7,Yes
1596,20,Male,Computer & Communication Sciences,Yes,2,9-12PM,77,9.4,12,No
1597,22,Female,Engineering,Yes,0,6-9AM,98,3.4,9,Yes
1598,19,Male,Engineering,Yes,2,9-12PM,70,7.1,10,No
1599,19,Male,Engineering,Yes,2,9-11PM,45,9.7,10,Yes
1600,18,Male,Computer & Communication Sciences,Yes,4,3-6PM,76,6.3,2,Yes
1601,19,Female,Life Sciences,No,1,3-6PM,78,6.5,4,Yes
1602,19,Female,Life Sciences,Yes,5,3-6PM,80,7.2,8,No
1603,19,Male,Engineering,Yes,5,12-3PM,98,6,1,Yes
1604,18,Male,Architecture,No,1,6-9PM,100,6.3,11,Yes
1605,18,Male,Architecture,Yes,2,3-6PM,60,6.3,11,Yes
1606,20,Female,Computer & Communication Sciences,Yes,4,6-9AM,60,5.9,9,Yes
1607,19,Female,Computer & Communication Sciences,Yes,5,9-12PM,49,8.6,4,No
1608,20,Male,Engineering,Yes,2,3-6PM,92,7.5,14,No
1609,21,Male,Life Sciences,Yes,1,9-11PM,111,7.2,16,Yes
1610,22,Male,Engineering,Yes,2,12-3PM,67,8,9,Yes
1611,18,Female,Basic Sciences,Yes,3,6-9PM,69,6.4,10,No
1612,23,Female,Engineering,Yes,1,6-9PM,112,5.6,9,Yes
1613,21,Male,Engineering,Yes,3,9-12PM,88,5.9,10,Yes
1614,18,Male,Basic Sciences,Yes,0,6-9AM,86,6.8,8,Yes
1615,24,Male,Architecture,Yes,0,6-9AM,45,5.2,8,Yes
1616,24,Female,Engineering,No,2,6-9PM,92,6,12,Yes
1617,18,Male,Life Sciences,Yes,2,9-12PM,52,6,17,No
1618,19,Female,Basic Sciences,Yes,1,12-3PM,47,10,2,Yes
1619,23,Female,Engineering,No,2,3-6PM,66,2.6,8,Yes
1620,22,Male,Life Sciences,Yes,1,6-9PM,60,6.5,3,No
1621,19,Male,Engineering,Yes,1,6-9AM,69,9.4,14,Yes
1622,19,Male,Basic Sciences,Yes,1,12-3PM,39,7,6,Yes
1623,20,Female,Life Sciences,No,5,3-6PM,99,7.9,2,Yes
1624,20,Female,Engineering,No,2,3-6PM,103,6.9,11,Yes
1625,21,Female,Engineering,Yes,2,6-9PM,30,5.8,15,No
1626,20,Female,Basic Sciences,No,2,9-12PM,99,3.4,11,No
1627,20,Male,Computer & Communication Sciences,Yes,6,6-9PM,55,7.1,9,Yes
1628,22,Female,Architecture,Yes,1,6-9PM,96,5.6,10,Yes
1629,18,Female,Life Sciences,Yes,3,3-6PM,73,5.6,14,Yes
1630,19,Male,Architecture,Yes,3,6-9PM,76,6.1,5,No
1631,22,Female,Engineering,No,2,12-3PM,70,9.4,8,Yes
1632,24,Female,Basic Sciences,Yes,0,9-12PM,105,10,6,Yes
1633,21,Female,Life Sciences,Yes,3,6-9PM,44,7.1,3,Yes
1634,21,Female,Engineering,No,0,3-6PM,90,6.1,7,Yes
1635,18,Female,Engineering,Yes,2,3-6PM,103,5,12,Yes
1636,20,Female,Engineering,Yes,3,12-3PM,93,7.5,10,Yes
1637,21,Male,Basic Sciences,Yes,1,9-11PM,133,9.5,11,No
1638,19,Male,Management,No,3,3-6PM,62,6.4,9,Yes
1639,19,Female,Engineering,No,0,6-9AM,99,3.2,10,No
1640,20,Male,Basic Sciences,Yes,3,12-3PM,72,7.8,5,Yes
1641,18,Male,Engineering,Yes,2,6-9PM,106,8.3,7,Yes
1642,19,Male,Management,Yes,1,6-9PM,75,4.4,9,No
1643,19,Male,Engineering,No,0,3-6PM,65,7.1,9,Yes
1644,19,Female,Basic Sciences,Yes,5,6-9PM,108,7.5,9,No
1645,18,Female,Life Sciences,Yes,0,9-12PM,63,6.7,7,No
1646,24,Male,Life Sciences,No,1,12-3PM,40,5.6,6,Yes
1647,21,Male,Basic Sciences,Yes,2,6-9PM,62,8.3,21,Yes
1648,22,Male,Engineering,Yes,2,6-9PM,90,6.2,12,Yes
1649,23,Female,Basic Sciences,Yes,2,6-9PM,110,4.6,10,Yes
1650,21,Female,Engineering,No,0,6-9PM,78,3.7,7,Yes
1651,18,Male,Engineering,Yes,1,6-9AM,108,8.7,6,No
1652,21,Female,Basic Sciences,Yes,1,6-9PM,41,7.7,7,Yes
1653,21,Female,Engineering,Yes,1,12-3PM,64,6.9,9,Yes
1654,22,Female,Engineering,Yes,2,9-12PM,68,6.1,0,Yes
1655,20,Female,Architecture,Yes,3,9-12PM,72,6,2,No
1656,18,Male,Management,Yes,1,12-3PM,77,5.2,5,Yes
1657,19,Female,Architecture,No,2,9-12PM,92,6.2,9,Yes
1658,20,Male,Engineering,Yes,2,12-3PM,64,3.6,7,Yes
1659,22,Female,Engineering,Yes,5,9-12PM,78,5.7,14,No
1660,21,Female,Management,Yes,5,9-12PM,74,6.3,2,No
1661,20,Female,Engineering,Yes,3,3-6PM,52,7.7,5,Yes
1662,26,Female,Engineering,No,1,12-3PM,72,6.7,14,No
1663,21,Male,Architecture,Yes,0,12-3PM,71,8,9,Yes
1664,19,Female,Architecture,Yes,1,6-9PM,71,8.8,12,No
1665,18,Other,Architecture,Yes,1,6-9PM,76,8.4,16,Yes
1666,19,Female,Engineering,Yes,2,6-9PM,77,7.5,5,Yes
1667,19,Male,Engineering,Yes,3,12-3PM,64,6.8,8,Yes
1668,19,Male,Management,Yes,3,6-9PM,107,5.3,7,Yes
1669,19,Male,Engineering,No,3,9-12PM,46,7.9,0,No
1670,19,Female,Life Sciences,No,2,9-12PM,57,9.3,7,Yes
1671,19,Female,Life Sciences,Yes,3,12-3PM,144,7.3,12,No
1672,24,Male,Architecture,No,1,6-9PM,49,9.7,10,Yes
1673,18,Male,Engineering,Yes,0,9-12PM,41,4.5,10,Yes
1674,21,Female,Engineering,Yes,3,6-9AM,93,5.1,6,Yes
1675,20,Female,Architecture,Yes,0,9-12PM,30,8.1,5,Yes
1676,26,Female,Computer & Communication Sciences,Yes,2,6-9PM,69,7.2,13,No
1677,18,Female,Computer & Communication Sciences,Yes,1,3-6PM,129,8.8,6,Yes
1678,20,Male,Engineering,Yes,3,9-12PM,36,6.8,9,Yes
1679,25,Male,Engineering,Yes,3,3-6PM,30,5.5,9,Yes
1680,24,Female,Computer & Communication Sciences,Yes,1,3-6PM,38,6.5,14,Yes
1681,23,Female,Life Sciences,Yes,3,6-9PM,97,4.5,12,No
1682,19,Female,Computer & Communication Sciences,No,1,9-12PM,103,5.1,3,Yes
1683,19,Female,Engineering,Yes,2,6-9PM,62,8.3,3,No
1684,22,Female,Architecture,Yes,3,12-3PM,92,8.1,10,Yes
1685,24,Male,Life Sciences,Yes,3,6-9PM,110,7.3,8,Yes
1686,21,Male,Life Sciences,Yes,6,6-9AM,120,4.2,6,No
1687,21,Male,Basic Sciences,No,1,12-3PM,69,6.3,12,Yes
1688,19,Male,Engineering,Yes,3,12-3PM,30,5,9,Yes
1689,23,Female,Architecture,Yes,2,3-6PM,54,8.6,8,Yes
1690,19,Other,Engineering,No,4,6-9AM,64,5.9,11,Yes
1691,19,Male,Basic Sciences,Yes,0,6-9PM,69,5.2,6,No
1692,20,Male,Management,Yes,3,9-12PM,70,6.8,14,Yes
1693,21,Female,Basic Sciences,Yes,2,6-9PM,103,5.8,5,No
1694,19,Male,Computer & Communication Sciences,No,1,6-9PM,107,9,11,Yes
1695,18,Female,Engineering,Yes,2,3-6PM,71,5.7,14,Yes
1696,21,Female,Life Sciences,Yes,2,6-9PM,102,4.7,2,Yes
1697,19,Female,Management,Yes,2,6-9PM,84,3.6,7,Yes
1698,21,Male,Engineering,Yes,4,12-3PM,77,6.8,13,No
1699,19,Male,Engineering,Yes,2,6-9PM,98,6,13,Yes
1700,20,Female,Basic Sciences,Yes,2,9-12PM,77,4.7,7,Yes
1701,21,Female,Engineering,Yes,2,3-6PM,126,8.6,5,No
1702,18,Male,Life Sciences,No,0,6-9PM,39,7.8,12,No
1703,20,Female,Computer & Communication Sciences,No,1,12-3PM,62,6.8,13,Yes
1704,18,Male,Basic Sciences,Yes,2,12-3PM,72,8.8,3,No
1705,18,Female,Engineering,No,1,3-6PM,86,7.8,3,Yes
1706,26,Male,Basic Sciences,Yes,1,6-9PM,107,5.6,9,Yes
1707,19,Female,Life Sciences,Yes,2,9-11PM,74,5.2,11,Yes
1708,23,Male,Engineering,Yes,1,3-6PM,39,8,7,Yes
1709,19,Male,Architecture,No,1,6-9PM,96,7.4,11,Yes
1710,22,Male,Architecture,No,2,9-11PM,94,7.1,5,Yes
1711,23,Male,Architecture,Yes,0,6-9AM,30,5.5,0,Yes
1712,21,Female,Engineering,No,4,9-12PM,75,7.7,6,No
1713,20,Other,Life Sciences,Yes,4,6-9PM,35,5.7,8,No
1714,20,Male,Engineering,No,3,6-9PM,58,6.6,7,No
1715,20,Male,Engineering,No,0,6-9PM,52,9,3,Yes
1716,24,Female,Computer & Communication Sciences,Yes,3,12-3PM,95,5.8,1,Yes
1717,23,Female,Life Sciences,No,3,6-9AM,78,4.4,6,Yes
1718,25,Female,Engineering,Yes,3,12-3PM,43,5.2,12,Yes
1719,18,Male,Engineering,Yes,0,9-12PM,97,8.3,13,Yes
1720,22,Male,Engineering,Yes,2,9-12PM,39,7.2,13,Yes
1721,25,Female,Engineering,Yes,3,6-9PM,83,6.6,5,Yes
1722,19,Male,Engineering,No,2,6-9AM,55,6,3,Yes
1723,18,Female,Engineering,Yes,2,6-9PM,66,7.5,10,Yes
1724,22,Male,Basic Sciences,Yes,2,12-3PM,88,5.5,11,Yes
1725,21,Female,Life Sciences,No,2,3-6PM,88,7.3,10,Yes
1726,23,Male,Architecture,No,0,6-9AM,108,5.7,0,Yes
1727,18,Female,Life Sciences,Yes,2,12-3PM,73,5.5,5,Yes
1728,23,Male,Engineering,No,0,6-9AM,83,5.8,8,Yes
1729,19,Female,Management,Yes,2,9-11PM,64,6.2,10,Yes
1730,19,Male,Computer & Communication Sciences,No,1,6-9PM,80,6.7,11,Yes
1731,19,Female,Life Sciences,Yes,2,3-6PM,86,7.2,9,No
1732,23,Female,Computer & Communication Sciences,Yes,0,9-12PM,73,1.3,9,No
1733,22,Female,Computer & Communication Sciences,Yes,3,9-11PM,30,5.6,8,Yes
1734,21,Female,Basic Sciences,Yes,3,12-3PM,83,6.2,11,Yes
1735,20,Female,Engineering,Yes,0,9-12PM,84,9.1,9,No
1736,24,Female,Architecture,Yes,0,3-6PM,58,5.2,8,Yes
1737,20,Male,Life Sciences,Yes,0,9-11PM,43,7,7,Yes
1738,23,Female,Life Sciences,No,4,6-9AM,112,9,8,Yes
1739,20,Male,Basic Sciences,Yes,2,9-12PM,87,4.8,10,Yes
1740,20,Male,Engineering,Yes,2,9-11PM,69,7.4,9,No
1741,20,Male,Basic Sciences,Yes,0,9-12PM,47,5.6,10,No
1742,19,Male,Computer & Communication Sciences,Yes,2,6-9AM,54,6,13,Yes
1743,22,Female,Architecture,No,4,3-6PM,108,5.6,9,Yes
1744,21,Female,Basic Sciences,No,3,6-9PM,78,5.7,5,Yes
